p_id,long,lat,end_datetime,age,gender,education,race,income,storm_system,storm_rec_warn,rec_subscribe,wthr_info_web,wthr_info_govweb,wthr_info_loctv,wthr_info_cabtv,wthr_info_radio,wthr_info_fam,wthr_info_soc,wthr_info_phone
R3PAPH43065,-97.058538,36.149603,1467935124,68,1,6,3,5.00E+04,2,1,Strongly agree,Never,Never,Never,Several times a day,Never,Less than once per week,Never,Several times a day
R3PAPH43122,-97.038148,36.131111,1465413035,49,0,6,1,5.00E+04,2,NA,Neither agree nor disagree,Several times per week,Several times per week,Several times a day,Several times per week,Never,Less than once per week,Never,Never
R3PAPH43209,-97.074768,36.111821,1467300342,75,0,4,1,7.50E+04,2,1,Strongly disagree,Several times a day,About once a day,Several times a day,Several times a day,Less than once per week,Less than once per week,Never,Less than once per week
R3PAPH43227,-97.07725,36.11128,1467907271,71,0,8,1,6.60E+04,2,NA,Strongly agree,Several times a day,Several times per week,Less than once per week,About once per week,Several times a day,About once a day,Less than once per week,Several times a day
R3PAPH43279,-97.062647,36.10801,1466175268,58,1,4,1,3.50E+04,2,1,Agree,Several times a day,Less than once per week,Several times a day,Less than once per week,About once a day,Several times per week,Never,Never
R3PAPH43287,-97.0638,36.10885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH43554,-96.980406,36.033331,1465405626,79,0,6,1,3.00E+04,2,2,Strongly disagree,About once a day,Never,About once a day,Never,Never,Less than once per week,Never,Never
R3PAPH43825,-96.961986,36.110012,1465592191,86,1,2,1,7.50E+04,2,NA,Strongly agree,Never,About once per week,Never,Less than once per week,Less than once per week,Never,Never,About once a day
R3PAPH43853,-97.003472,36.106268,1465569737,55,1,7,1,1.50E+05,2,NA,Strongly agree,Several times a day,Several times a day,Several times a day,Less than once per week,Less than once per week,Less than once per week,Never,Several times a day
R3PAPH43925,-97.130553,36.121267,1465502228,64,1,8,1,8.00E+04,2,1,Strongly disagree,Less than once per week,About once a day,Less than once per week,Less than once per week,Never,Less than once per week,Never,Never
R3PAPH43956,-97.130652,36.122688,1465874874,38,0,7,1,1.25E+05,2,1,Disagree,About once a day,About once a day,Several times per week,Less than once per week,Several times a day,Several times per week,Never,About once a day
R3PAPH43979,-97.192476,36.12036,1466103714,61,0,7,1,NA,2,1,Somewhat agree,About once a day,Several times per week,Several times per week,Less than once per week,About once per week,Less than once per week,Never,Never
R3PAPH44130,-97.06771,36.08659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH44478,-97.108312,36.083413,1467856926,55,0,7,1,2.50E+05,2,2,Strongly disagree,Less than once per week,Never,Several times a day,Several times per week,Less than once per week,Less than once per week,Never,Less than once per week
R3PAPH44559,-97.05599,36.10579,1467840596,67,0,4,1,1.20E+04,2,NA,Strongly disagree,Never,Never,Several times a day,Several times per week,Never,Less than once per week,Never,Never
R3PAPH44601,-97.058504,36.10574,1465409412,73,0,2,1,20100,2,1,Strongly disagree,Several times a day,About once a day,Never,About once a day,Never,Several times per week,Never,Never
R3PAPH44643,-97.125831,36.043518,1467910958,57,0,6,1,7.60E+04,2,1,Agree,Never,Less than once per week,Several times a day,Never,Less than once per week,Never,Never,About once per week
R3PAPH44758,-97.01992,36.1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH44760,-97.016552,36.117778,1465575893,21,0,4,6,3.20E+04,2,1,Strongly agree,Less than once per week,About once per week,About once per week,Never,Less than once per week,Several times per week,Several times per week,About once a day
R3PAPH44930,-97.01302,36.07246,1468430713,57,1,6,1,1.35E+05,2,1,Somewhat agree,Several times per week,Never,About once a day,Never,Several times per week,Several times per week,Never,Several times per week
R3PAPH44975,-97.084931,36.076068,1467166828,56,0,7,1,1.30E+05,2,1,Strongly agree,About once per week,Less than once per week,About once a day,Less than once per week,Never,Several times per week,Never,Less than once per week
R3PAPH45122,-97.07539,36.17155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH45128,-97.129532,36.152138,1465406290,57,1,6,1,2.90E+04,2,1,Agree,Never,Less than once per week,Less than once per week,Never,Never,About once per week,Never,About once per week
R3PAPH45184,-97.070166,36.153604,1466303491,53,0,2,1,7.50E+04,2,1,Strongly agree,About once a day,Less than once per week,Several times per week,Less than once per week,About once per week,About once per week,Never,Never
R3PAPH45205,-97.074546,36.174261,1467378711,64,0,7,1,4.60E+04,2,1,Strongly agree,About once a day,NA,Several times a day,NA,Several times a day,About once a day,NA,About once a day
R3PAPH45239,-97.077567,36.178782,1467811153,65,1,6,1,9.00E+04,2,1,Agree,Less than once per week,Several times a day,About once a day,Less than once per week,Several times a day,Several times a day,Never,Less than once per week
R3PAPH45266,-97.066842,36.202823,1466165689,65,0,7,1,7.20E+04,2,1,Strongly disagree,Never,Several times per week,Several times a day,Less than once per week,About once per week,Several times per week,About once per week,Less than once per week
R3PAPH45346,-97.066411,36.155383,1466101452,68,0,8,1,1.10E+05,2,1,Agree,Less than once per week,Never,About once a day,About once a day,Never,Less than once per week,Never,About once a day
R3PAPH45354,-97.065769,36.156357,1467578145,91,1,8,1,1.48E+05,2,NA,Agree,About once a day,Never,About once a day,About once a day,Several times a day,Never,Never,Never
R3PAPH45395,-97.057814,36.146862,1465411205,39,0,6,1,5.00E+04,2,1,Disagree,About once a day,NA,Several times per week,NA,About once a day,NA,NA,NA
R3PAPH45409,-97.069713,36.169091,1466185398,82,0,4,1,2.50E+04,2,1,Neither agree nor disagree,About once a day,About once per week,Several times a day,Several times per week,Less than once per week,Less than once per week,Several times per week,Several times per week
R3PAPH45535,-97.066722,36.159508,1465698434,86,1,7,1,4.00E+04,2,1,Strongly disagree,Several times per week,Less than once per week,Several times a day,Several times a day,Never,Never,Never,Never
R3PAPH45677,-97.053816,36.168066,1467231925,86,1,8,1,4.80E+04,2,1,Strongly disagree,Never,Never,Several times per week,Several times per week,Never,Never,Never,Never
R3PAPH45821,-97.048905,36.104963,1466622489,45,1,2,1,4.00E+04,2,NA,Disagree,Never,Never,About once a day,Never,Never,Never,Never,Never
R3PAPH45823,-97.050267,36.17925,1465660786,58,0,6,1,5.50E+04,2,1,Strongly agree,Less than once per week,Less than once per week,Several times a day,Never,About once per week,Less than once per week,About once a day,Never
R3PAPH45868,-97.015648,36.162911,1468029819,44,1,6,1,1.50E+05,2,1,Neither agree nor disagree,About once per week,Less than once per week,Several times per week,Never,Several times per week,Several times per week,Never,Less than once per week
R3PAPH45907,-97.049001,36.176873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH45965,-97.08314,36.14805,1467921696,82,1,8,1,1.20E+05,2,1,Strongly agree,NA,NA,Several times a day,NA,NA,NA,NA,Less than once per week
R3PAPH46020,-97.069836,36.151534,1466378603,74,0,8,1,9.90E+04,2,1,Strongly disagree,Less than once per week,Never,Several times per week,Several times per week,Several times per week,NA,Less than once per week,Less than once per week
R3PAPH46076,-97.071778,36.145572,1467309958,58,1,7,1,7.50E+04,2,1,Agree,NA,NA,NA,NA,NA,NA,NA,Several times per week
R3PAPH46191,-97.051781,36.154394,1465481100,67,0,6,1,3.30E+04,2,1,Strongly disagree,Never,Never,Several times per week,Several times per week,Less than once per week,Less than once per week,Never,Never
R3PAPH46196,-97.05944,36.15182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH46206,-97.056626,36.149599,1465403358,42,0,6,1,9.50E+04,2,1,Strongly agree,Several times per week,Several times per week,Several times per week,Never,Less than once per week,About once per week,Less than once per week,Several times per week
R3PAPH46275,-97.057899,36.148916,1465559768,68,1,2,1,5.50E+04,2,1,Strongly disagree,NA,About once a day,About once a day,Less than once per week,Several times a day,Never,Never,Several times a day
R3PAPH46280,-97.058563,36.145249,1465427271,55,0,6,1,5.60E+04,2,1,Disagree,About once per week,Less than once per week,About once per week,Less than once per week,Less than once per week,Several times per week,About once a day,Several times a day
R3PAPH46310,-97.0707,36.13529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH46524,-97.051538,36.14216,1466019947,49,0,6,2,1.80E+04,2,1,Strongly agree,Several times per week,Less than once per week,Several times a day,Several times a day,Several times per week,About once per week,Never,Several times per week
R3PAPH46565,-97.071312,36.139959,1466116317,86,1,8,1,1.00E+05,2,1,Strongly disagree,NA,Never,About once a day,About once a day,Never,Less than once per week,Never,Never
R3PAPH46566,-97.071192,36.139903,1465427401,63,0,8,1,9.00E+04,2,1,Disagree,Several times a day,Several times per week,About once per week,About once per week,Several times a day,Several times per week,Less than once per week,Less than once per week
R3PAPH46602,-96.968342,36.145438,1465489803,45,0,8,1,1.00E+05,2,1,Strongly agree,Less than once per week,Several times a day,Less than once per week,Never,Never,Several times per week,About once per week,Less than once per week
R3PAPH46631,-97.063969,36.119621,1467163599,72,0,6,2,3.50E+04,2,1,Disagree,Never,Never,About once a day,Never,Never,Less than once per week,Never,Never
R3PAPH46790,-97.067245,36.135553,1465401360,61,1,4,1,3.60E+04,2,1,Strongly disagree,NA,Less than once per week,Several times per week,NA,Never,Less than once per week,Less than once per week,Never
R3PAPH46931,-97.067245,36.140149,1467163850,25,1,3,2,1.50E+04,2,1,Strongly disagree,Several times per week,About once per week,Several times per week,About once per week,Never,About once per week,Never,Never
R3PAPH47031,-97.060451,36.139868,1467572439,52,1,7,1,NA,2,1,Disagree,Less than once per week,Several times a day,Several times per week,Less than once per week,Never,Never,Never,Less than once per week
R3PAPH47042,-97.05618,36.13848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH47096,-97.063969,36.119621,1465674082,86,0,7,1,1.60E+04,2,1,Agree,Less than once per week,NA,Less than once per week,Never,Several times a day,Several times per week,Never,Never
R3PAPH47140,-97.053351,36.132246,1465776729,79,0,8,1,2.30E+04,2,1,Disagree,Less than once per week,NA,Several times a day,Several times a day,About once a day,Several times per week,Never,Never
R3PAPH47150,-97.058568,36.133406,1467504095,81,0,5,1,3.00E+04,2,1,Agree,About once a day,Never,About once a day,Several times a day,About once per week,NA,Never,Never
R3PAPH47687,-97.053181,36.123338,1467165716,69,0,2,1,1.50E+04,2,1,Agree,Never,Never,Several times a day,Never,Never,Less than once per week,Never,Never
R3PAPH47961,-97.046931,36.137413,1467831070,65,0,8,1,1.30E+04,2,1,Disagree,Less than once per week,Never,Several times a day,Several times a day,Several times a day,Several times per week,About once per week,Never
R3PAPH48168,-97.043088,36.134609,1465398504,60,0,6,1,4.50E+04,2,1,Agree,Never,Several times a day,Several times a day,Less than once per week,Less than once per week,Less than once per week,Never,Less than once per week
R3PAPH48330,-97.046139,36.132067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH48372,-97.038157,36.132411,1465832415,74,0,4,1,9.00E+04,2,1,Disagree,NA,Never,About once a day,Several times a day,Never,Never,Never,Less than once per week
R3PAPH48651,-97.04284,36.12813,1465398208,56,0,6,1,NA,1,NA,Disagree,Less than once per week,Less than once per week,Several times a day,Several times a day,Several times a day,About once a day,About once per week,Never
R3PAPH48679,-97.043225,36.126999,1465598360,74,0,6,1,5.00E+04,2,1,Agree,NA,Never,About once a day,About once a day,Never,Never,Never,About once per week
R3PAPH48822,-97.039232,36.128183,1467333539,75,0,7,1,3.50E+04,2,1,Disagree,Never,Never,Several times a day,Less than once per week,Never,Never,Never,Never
R3PAPH48994,-97.031761,36.155623,1465413866,65,0,7,1,6.00E+04,2,1,Agree,NA,Several times a day,About once a day,Never,Less than once per week,Less than once per week,Less than once per week,Less than once per week
R3PAPH48995,-97.010278,36.12018,1466176590,71,0,6,1,5.20E+04,2,NA,Disagree,Never,Never,Several times a day,About once a day,Several times per week,About once per week,Never,Never
R3PAPH49047,-96.961723,36.133054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH49227,-96.707541,36.114039,1465434776,62,0,4,1,3.20E+04,2,1,Somewhat agree,Never,Never,Several times a day,Never,Several times per week,Several times per week,Several times per week,Less than once per week
R3PAPH49369,-96.68835,36.11829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH49412,-96.642555,36.089332,1467839805,74,0,3,1,NA,2,NA,Disagree,Never,Never,Several times a day,Never,About once per week,About once per week,Never,Never
R3PAPH49471,-96.697646,36.11328,1465665292,60,1,6,1,1.00E+05,2,NA,Agree,Several times per week,Less than once per week,Several times a day,Never,Several times a day,About once per week,Less than once per week,Less than once per week
R3PAPH49548,-96.795791,36.072243,1465396969,67,0,4,1,4.00E+04,2,0,Neither agree nor disagree,Never,Never,Several times a day,Less than once per week,Several times per week,Never,Never,Never
R3PAPH60318,-96.88555,35.95632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60336,-97.101702,36.103678,1465443314,65,1,6,1,1.35E+05,2,1,Strongly agree,Less than once per week,Several times per week,About once a day,Less than once per week,About once a day,About once per week,Never,About once a day
R3PAPH60362,-96.754411,35.977063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60368,-96.766204,35.979983,1466007492,62,1,1,6,NA,2,1,Agree,Less than once per week,Never,Never,Never,Never,Never,Never,Less than once per week
R3PAPH60371,-97.126046,36.108346,1465579764,61,0,7,1,8.50E+04,2,1,Somewhat agree,Several times per week,Never,Several times per week,Several times a day,Several times a day,About once a day,About once per week,Several times per week
R3PAPH60382,-97.057837,36.168612,1465697146,72,1,7,1,6.00E+04,2,1,Strongly disagree,Never,About once per week,Several times a day,About once per week,Several times a day,About once per week,Never,Never
R3PAPH60392,-97.046311,36.141013,1467851927,66,1,7,1,8.00E+04,2,1,Strongly agree,About once a day,Less than once per week,About once a day,About once a day,Never,About once per week,Never,Less than once per week
R3PAPH60395,-97.068011,36.166013,1467421776,51,1,7,1,3.00E+04,2,1,Strongly agree,NA,NA,Several times a day,NA,NA,About once a day,NA,Less than once per week
R3PAPH60404,-96.939889,36.182518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60412,-96.75221,35.97507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60417,-97.132193,36.087028,1465419126,70,1,6,1,6.50E+04,2,1,Agree,Less than once per week,Never,Several times a day,Several times per week,Never,Never,Never,Several times per week
R3PAPH60425,-97.044331,36.132544,1465408354,50,1,6,1,7.50E+04,2,2,Disagree,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60429,-97.13164,36.11842,1467758146,74,0,6,1,4.00E+04,2,NA,Disagree,Never,Never,About once a day,Never,Never,Never,Never,Never
R3PAPH60464,-97.133198,36.09972,1466085139,62,1,7,1,5.50E+04,2,1,Strongly agree,NA,Less than once per week,Less than once per week,Never,Never,Less than once per week,Less than once per week,Less than once per week
R3PAPH60509,-97.076669,36.182675,1466126892,82,0,6,1,4.50E+04,2,1,NA,NA,NA,Several times a day,About once a day,NA,Several times per week,NA,NA
R3PAPH60548,-97.077869,36.120765,1465406662,66,0,8,1,1.00E+05,2,1,Agree,Several times per week,About once per week,Several times a day,About once a day,Several times per week,Several times a day,About once per week,About once per week
R3PAPH60554,-97.043647,36.140143,1466135246,55,1,6,1,1.05E+05,2,NA,Strongly disagree,About once a day,Less than once per week,Less than once per week,Several times per week,Never,Several times per week,Never,Never
R3PAPH60571,-97.0349,36.12845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60583,-96.757222,35.968434,1465512330,71,0,7,1,3.50E+04,2,NA,Disagree,Several times a day,Several times per week,About once per week,Several times a day,Several times a day,Less than once per week,Never,Less than once per week
R3PAPH60584,-96.768955,35.979133,1465484097,35,0,5,1,4.00E+04,2,0,Strongly agree,About once a day,About once per week,About once per week,About once per week,Several times per week,About once a day,Never,NA
R3PAPH60628,-96.684331,36.101703,1467331819,67,1,8,1,5.50E+04,2,1,Strongly agree,Never,Never,Several times per week,Several times per week,Never,Never,Never,Never
R3PAPH60653,-97.053181,36.123338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60660,-97.044738,36.142311,1467943824,54,0,6,1,7.00E+04,2,1,Strongly agree,Never,Never,About once a day,Never,Several times a day,About once per week,Less than once per week,Several times per week
R3PAPH60672,-97.010983,36.04342,1467609884,84,0,7,1,4.80E+04,2,1,Strongly disagree,Several times per week,Several times per week,About once a day,Never,Never,Several times per week,Never,Less than once per week
R3PAPH60697,-97.126021,36.120783,1465491737,49,1,7,1,1.20E+05,2,1,Strongly agree,NA,Never,About once a day,Never,Several times per week,Several times per week,Several times per week,About once a day
R3PAPH60701,-97.187849,36.108066,1465407853,64,0,8,1,1.65E+05,2,1,Strongly disagree,NA,Never,Several times per week,Never,Several times per week,Several times per week,Never,Several times a day
R3PAPH60756,-96.736,35.98457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60764,-97.075877,36.109251,1467676578,76,0,7,1,5.00E+04,2,NA,Disagree,About once per week,About once per week,Several times per week,Never,Less than once per week,Several times per week,Never,Never
R3PAPH60767,-97.010198,36.118511,1466446125,78,0,2,1,60449,2,1,Strongly disagree,Never,Never,Several times a day,Never,Never,About once per week,Less than once per week,Never
R3PAPH60768,-97.055842,36.107839,1465487486,71,1,3,1,2.80E+04,2,1,Neither agree nor disagree,NA,Several times a day,Several times a day,About once a day,About once per week,NA,About once a day,About once a day
R3PAPH60775,-96.962845,35.984779,1467742520,70,1,6,1,1.10E+05,2,NA,Agree,Several times a day,Several times per week,About once a day,Less than once per week,Several times a day,Less than once per week,Never,Less than once per week
R3PAPH60796,-96.778234,35.978913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60821,-97.100958,36.088211,1466190737,63,0,6,1,8.00E+04,2,2,Strongly agree,Less than once per week,Several times a day,Several times a day,Less than once per week,Several times a day,About once a day,Never,Several times per week
R3PAPH60823,-97.102708,36.094585,1467738392,34,1,8,1,7.50E+04,2,1,Strongly agree,Several times a day,Several times a day,Less than once per week,Never,Never,Less than once per week,Never,Several times a day
R3PAPH60824,-97.038972,36.134608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60832,-97.063969,36.119621,1465702116,36,0,7,1,4.50E+04,2,NA,Disagree,NA,Several times per week,NA,NA,About once a day,NA,Several times per week,NA
R3PAPH60867,-97.053966,36.183648,1465416150,49,0,7,1,1.20E+05,2,1,Somewhat disagree,Less than once per week,Never,About once per week,Never,Less than once per week,About once per week,About once per week,About once per week
R3PAPH60897,-97.084002,36.11441,1465426587,60,1,8,1,7.50E+04,2,1,Disagree,Several times per week,About once a day,Several times a day,About once a day,Several times a day,About once per week,Several times a day,About once a day
R3PAPH60899,-97.118889,36.103545,1465406720,77,1,8,1,1.00E+05,2,1,Agree,About once a day,Less than once per week,Several times a day,Less than once per week,Several times a day,About once per week,Never,About once a day
R3PAPH60918,-97.03822,36.12337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH60959,-97.121116,36.11004,1465418403,63,0,7,1,1.50E+05,2,1,Agree,Never,Several times per week,Several times a day,Less than once per week,Never,Several times per week,NA,About once per week
R3PAPH60983,-97.112736,36.098161,1467295741,74,0,2,1,8.00E+04,2,1,Disagree,Several times a day,Less than once per week,About once a day,Several times a day,Less than once per week,Less than once per week,Never,Several times per week
R3PAPH60989,-97.029746,35.970584,1467378384,51,0,4,1,1.10E+04,2,1,Strongly disagree,Less than once per week,NA,About once a day,Never,Never,About once a day,Several times a day,Less than once per week
R3PAPH60994,-97.06725,36.14043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61024,-97.097397,36.093526,1466262629,64,0,6,1,5.00E+04,2,NA,Strongly disagree,Less than once per week,Never,About once per week,Never,NA,Several times per week,Less than once per week,Never
R3PAPH61038,-97.085038,36.112962,1466113923,59,1,3,1,6.50E+04,2,1,Disagree,Less than once per week,Never,Several times per week,About once per week,Less than once per week,Never,Never,About once per week
R3PAPH61049,-96.74518,35.9735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61061,-97.123986,36.098531,1466108871,70,1,8,1,9.00E+04,2,1,Strongly disagree,About once a day,Less than once per week,About once a day,About once per week,Less than once per week,Less than once per week,Never,Less than once per week
R3PAPH61107,-97.057872,36.145108,1465397253,82,0,2,1,2.00E+04,2,NA,Disagree,Several times a day,Never,Less than once per week,Several times a day,Never,About once per week,NA,Never
R3PAPH61128,-97.1097,36.08171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61159,-97.072611,36.153623,1466119297,78,1,7,1,7.60E+04,2,NA,NA,About once a day,Never,Several times a day,Several times a day,Several times a day,Several times a day,Never,Less than once per week
R3PAPH61169,-97.138116,36.062705,1465521009,56,0,4,1,1.12E+05,2,1,Somewhat agree,About once per week,Less than once per week,Several times a day,Less than once per week,Less than once per week,Several times per week,About once per week,About once per week
R3PAPH61201,-97.099482,36.092233,1465398196,61,0,4,1,1.10E+05,2,0,Strongly disagree,Less than once per week,Less than once per week,About once a day,Less than once per week,Less than once per week,Less than once per week,Never,Never
R3PAPH61204,-96.98978,35.99486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61215,-97.0584,36.15182,1465671061,55,0,6,1,62400,2,1,Agree,Less than once per week,Never,Less than once per week,Less than once per week,Never,About once per week,About once a day,Less than once per week
R3PAPH61231,-97.02546,36.10859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61254,-97.057872,36.145108,1466449649,76,0,4,1,5.00E+04,2,1,Agree,Several times a day,Less than once per week,Several times a day,Several times a day,Never,Several times per week,Never,About once a day
R3PAPH61257,-97.169558,36.11208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61280,-97.129592,36.121998,1468039359,62,1,6,1,6.70E+04,2,1,Strongly disagree,About once per week,About once per week,About once a day,About once a day,Several times a day,Less than once per week,Never,Several times per week
R3PAPH61300,-97.091076,36.09282,1467769163,63,1,8,1,1.80E+05,2,NA,Agree,Several times a day,Several times a day,Several times per week,Several times per week,Several times per week,About once per week,Never,Less than once per week
R3PAPH61301,-97.044806,36.142311,1466194231,38,1,6,1,5.10E+04,2,1,Agree,Less than once per week,Less than once per week,Several times per week,Never,Never,Never,Less than once per week,About once per week
R3PAPH61352,-96.76029,35.97708,1467398454,60,0,2,1,2.50E+04,2,0,Neither agree nor disagree,Several times a day,Never,About once a day,Less than once per week,Never,Less than once per week,Never,Never
R3PAPH61365,-97.09915,36.09473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61408,-97.052095,36.131491,1465432533,70,1,8,1,9.20E+04,2,1,Strongly disagree,About once per week,About once a day,About once a day,Never,Less than once per week,Never,Never,Never
R3PAPH61427,-97.127755,36.097334,1465672308,78,1,8,1,1.50E+05,2,NA,Agree,NA,Several times per week,NA,Several times a day,NA,About once per week,Several times a day,NA
R3PAPH61434,-97.0401,36.11921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61493,-97.044264,36.124481,1466711993,62,1,4,1,3.50E+04,2,NA,Disagree,Several times per week,About once per week,About once a day,Never,Less than once per week,NA,Several times per week,Never
R3PAPH61519,-97.054071,36.120068,1467993755,51,0,6,1,5.00E+04,2,1,Neither agree nor disagree,Less than once per week,Never,Several times per week,About once per week,Several times per week,Less than once per week,NA,Never
R3PAPH61525,-96.928871,36.229708,1465399890,57,1,3,1,7.50E+04,2,1,Strongly disagree,Never,Never,Several times a day,Never,Several times a day,Several times per week,Never,Never
R3PAPH61560,-97.030723,36.13887,1465432177,70,0,6,1,3.60E+04,2,1,Strongly disagree,Several times a day,Never,Less than once per week,Several times a day,About once a day,About once per week,Never,Never
R3PAPH61613,-96.926948,36.223221,1467417689,49,0,4,1,4.80E+04,2,1,Disagree,Less than once per week,Never,About once a day,About once a day,About once per week,Several times per week,Never,Several times per week
R3PAPH61673,-97.085087,36.117421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61704,-96.770831,35.974468,1465529959,55,1,3,1,1.40E+04,2,1,Strongly agree,Several times a day,About once a day,Several times per week,Never,Never,Several times per week,NA,About once a day
R3PAPH61709,-96.759522,35.977058,1467224676,34,0,5,1,7.80E+04,2,2,Agree,Several times per week,Less than once per week,About once a day,Several times per week,Less than once per week,About once a day,Never,About once per week
R3PAPH61759,-97.137711,36.111723,1467911237,48,1,4,1,1.20E+04,2,1,Strongly agree,About once a day,Several times per week,Never,Never,Never,About once per week,Never,Several times a day
R3PAPH61762,-97.148561,36.159216,1465476749,56,0,6,1,5.00E+04,2,1,Strongly disagree,Never,Less than once per week,Several times a day,Less than once per week,Less than once per week,Never,Less than once per week,Several times a day
R3PAPH61773,-97.029038,35.978185,1467424461,51,1,8,1,3.60E+04,2,0,Disagree,Less than once per week,About once a day,Several times a day,Several times per week,Several times per week,About once per week,Never,Never
R3PAPH61804,-97.046697,36.142821,1465406536,47,0,5,1,6.60E+04,2,1,Agree,Less than once per week,NA,Several times per week,NA,NA,NA,About once per week,NA
R3PAPH61844,-97.130081,36.106781,1465609777,79,0,6,1,1.00E+05,2,NA,Neither agree nor disagree,About once a day,Never,Several times per week,About once a day,Never,Less than once per week,Never,About once a day
R3PAPH61876,-97.066835,36.1149,1466386266,63,0,3,1,2.10E+04,2,1,Strongly disagree,Less than once per week,Never,Several times a day,Several times a day,Never,Less than once per week,Never,Never
R3PAPH61890,-97.116481,36.10229,1465397283,57,1,7,1,1.50E+05,2,1,Agree,About once a day,About once per week,About once a day,NA,NA,NA,NA,NA
R3PAPH61964,-97.080758,36.098834,1466099743,43,1,8,1,1.10E+05,1,NA,Neither agree nor disagree,Less than once per week,Less than once per week,Several times a day,Never,Less than once per week,Several times per week,Never,Several times a day
R3PAPH61970,-96.760202,35.974208,1467410520,88,0,3,1,15600,2,NA,Somewhat disagree,Never,Never,Several times a day,About once a day,Never,Never,Never,Never
R3PAPH61975,-96.70801,36.11393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH61985,-97.044875,36.133249,1465592560,68,0,5,1,7.30E+04,2,2,Neither agree nor disagree,Several times per week,Less than once per week,Several times a day,Several times a day,Less than once per week,Several times per week,Never,Never
R3PAPH61987,-97.125701,36.100933,1466110334,24,0,6,1,NA,2,1,Somewhat agree,About once a day,About once a day,Less than once per week,Never,Never,Several times a day,About once a day,Less than once per week
R3PAPH62000,-97.10599,36.14316,1467400861,68,0,5,1,1.00E+04,2,1,Agree,About once per week,Never,Less than once per week,Less than once per week,Several times a day,Never,Never,Less than once per week
