tweetid,tweettimestamp,user,text,retweetedtext,is_retweet,is_quotestweet,F,P,V,ND1,ND2,ND3,ND4,ND5,D1,D2,D3,T,TP
1.01E+18,1529970022,"NWS Charleston, SC",A line of strong to severe t-storms currently concentrated in the SC Piedmont region will approach the coast over the next several hours. Remain weather aware! https://t.co/ATjWOGCPXN,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1534292037,"NWS Charleston, SC","Looking for storm reports! Did you see any wind damage (trees, power lines down) or hail? Tweet us your reports! #scwx #gawx",,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532862669,"NWS Charleston, SC",Nice view of a thunderstorm off the Beaufort County coast at sunrise this morning. Textbook anvil! #scwx https://t.co/IGaCrToobT,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528729050,"NWS Charleston, SC",Marginal Risk' #SevereWeather late today til early tonight. Most likely time 4-10pm Storm clusters from NW will move in &amp; collide with sea breeze leading to isolated severe #Thunderstorms Damaging winds &amp; large hail likely Also lightning &amp; heavy rain. https://t.co/OjVqJ8AzhD https://t.co/j5jSEiQu6r,,FALSE,FALSE,1,1,1,likely,most likely,,,,,,,1,1
9.62E+17,1518134218,"NWS Charleston, SC","Georgia Severe Weather Preparedness Week, Day 4 - Lightning Safety: https://t.co/YS4XAdujEQ #GAwx",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.05E+18,1538084373,"NWS Charleston, SC","A Marginal Risk of severe weather remains over parts of the area, mainly inland this evening into early tonight. Thunderstorms could produce damaging wind gusts. #scwx #gawx https://t.co/CZaBJoltBo",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.04E+18,1537910692,"NWS Charleston, SC","#OnThisDay in 2015, an EF-2 tornado tracked across Johns Island, SC shortly after midnight. https://t.co/VxFtoC8uPV #scwx #chswx #wxhistory https://t.co/5ALgWPJeSD",,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531439142,"NWS Charleston, SC",GOES East captured an exploding storm that became severe in Berkeley county this evening. Check it out.Going clockwise from top left...Panel 1 - RadarPanel 2 - Vertically Integrated Liquid Panel 3 - Infrared SatellitePanel 4 - Visible Satellite https://t.co/lUnuMQsEjj,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529099918,"NWS Charleston, SC",RT @wxman77: @NWSCharlestonSC thunderstorm over Mt P #chswx https://t.co/c7p0X6Ticm,@NWSCharlestonSC thunderstorm over Mt P #chswx https://t.co/c7p0X6Ticm,TRUE,FALSE,0,,,,,,,,,,,0,
9.82E+17,1522845030,"NWS Charleston, SC","RT @NWSOwlieSkywarn: Good morning!  There's no safe place outside during a thunderstorm, but you can shelter in your car with the windows u…",NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1530641340,"NWS Charleston, SC",2:05 PM radar - a few showers and thunderstorms in the area. Couldn't rule out an isolated severe storm with damaging winds the primary threat. Stay weather aware! #scwx #gawx https://t.co/DBS1Z8Bj0g,,FALSE,FALSE,1,1,1,can't be ruled out,,,,,,,,1,1
1.01E+18,1528645645,"NWS Charleston, SC",On this date in 1752 it is believed that #BenjaminFranklin narrowly missed electrocution while flying a kite during a #thunderstorm to determine if  #lightning is related to #electricity https://t.co/PKDnSCviMQ https://t.co/XgORPD381t,,FALSE,FALSE,0,,,,,,,,,,,0,
9.76E+17,1521563795,"NWS Charleston, SC",Flat Stanley and our student volunteer helping prep for a special weather balloon launch in support of severe weath… https://t.co/mXiDtajUlM,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.70E+17,1520164846,"NWS Charleston, SC","Severe weather can occur anywhere. Wherever you are, be prepared!  https://t.co/SReOs1FkfP #SpringSafety #scwx",NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.61E+17,1517872992,"NWS Charleston, SC","Georgia Severe Weather Preparedness Week, Day 1 - Family Preparedness: https://t.co/kFrYmWZOTg #SCwx #GAwx https://t.co/4xNsoBHp11",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.05E+18,1539248087,"NWS Charleston, SC","RT @SCEMD: Tropical Storm #Michael begins to affect South Carolina. Wind, rain and tornadoes are expected throughout the state for much of…","Tropical Storm #Michael begins to affect South Carolina. Wind, rain and tornadoes are expected throughout the state for much of the day. Know what to do if a tornado is spotted in your area. These tips will help: https://t.co/GW1xzB9yev #scwx #sctweets https://t.co/Q808Osxy2Q",TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1530136911,"NWS Charleston, SC",@Paulcrawley17 @ariellascalese @WSAVKrisA @wsavleeh @KyleDennisWx @WSAV Are you seeing wind damage or hail where you are?,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1530654226,"NWS Charleston, SC",5:40 PM radar -shower/thunderstorm activity mainly confined to southeast GA. A stronger storm is still possible in that area over the next hour or two. #gawx https://t.co/rVuB1c2TmG,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.71E+17,1520336745,"NWS Charleston, SC",@jaspersc_fire There will be a statewide Tornado Drill that we will be involved in (sent out over NOAA Weather Radi… https://t.co/CyGgVkqz1w,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529100134,"NWS Charleston, SC",6 PM radar: A few storms impacting the area. Some could become strong to severe over the next few hours. Stay weather aware. #scwx https://t.co/nKRLA7FLep,,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.06E+18,1540565537,"NWS Charleston, SC",Most of the area in a Marginal Risk for severe weather today.  Main hazards are damaging wind gusts and isolated tornadoes. Risk for severe weather is greatest 2-7 PM. Stay weather aware! #chswx #savwx #scwx #gawx https://t.co/L91DvZPwZz,,FALSE,FALSE,1,1,1,risk,,,,,,,,1,1
1.01E+18,1529961516,"NWS Charleston, SC","If you've seen damage or hail with the storms this afternoon, please let us know! Tweet reports to @NWSCharlestonSC #chsws #gawx #scwx #savwx",,FALSE,FALSE,0,,,,,,,,,,,0,
1.07E+18,1543784837,"NWS Charleston, SC",Severe weather threat is diminishing with time. Still a decent coverage of showers and isolated thunderstorms out there. Remain weather aware. #scwx #gawx,,FALSE,FALSE,1,1,1,threat,,,,,,,,1,1
1.01E+18,1529611759,"NWS Charleston, SC",RT @bmstokes: What is a microburst? Small column of sinking air or downdraft in t-storm &amp; usually &lt;~2.5 miles in diameter Water droplets/hail in t-storm are suspended high in storm When updraft weakens it cannot hold droplets/hail in storm which plummets to ground -the microburst,,FALSE,FALSE,0,,,,,,,,,,,0,
1.07E+18,1543664513,"NWS Charleston, SC",RT @NWSColumbia: There is a risk of severe weather across the area on Sunday afternoon and evening as a weak front stalls over the region.…,There is a risk of severe weather across the area on Sunday afternoon and evening as a weak front stalls over the region. The primary threat will be damaging wind gusts. #scwx #gawx https://t.co/FGyPeWWgoe,TRUE,FALSE,1,1,1,risk,,,,,,,,1,1
1.05E+18,1539217578,"NWS Charleston, SC",Risk for tornadoes continues through tonight and tomorrow. https://t.co/aSUMdwdAgR #SCwx #GAwx https://t.co/xFdR3HpQR3,,FALSE,FALSE,1,1,1,risk,,,,,,,,1,1
1.01E+18,1529450668,"NWS Charleston, SC",Flashback June 19 1835 famed wx historian David Ludlum wrote a large #tornado formed over central NJ &amp; hit New Brunswick. Altho it unfortunately caused death/destruction its occurrence proved fortunate for meteorologists that were able to study firsthand the track of such a storm https://t.co/NDUk5wEbvy,,FALSE,FALSE,0,,,,,,,,,,,0,
9.76E+17,1521579752,"NWS Charleston, SC",RT @NWS: Did you know that a 3-inch hailstone can fall to the ground as fast as 107 mph? The largest hailstone on record in the US measured…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529585700,"NWS Charleston, SC",@bmstokes @WeatherFlowCHAS Microbursts are strong descending winds from a thunderstorm that spread out when hitting the ground (essentially a smaller scale downburst): https://t.co/2Q045ecmfj,,FALSE,FALSE,0,,,,,,,,,,,0,
9.76E+17,1521502253,"NWS Charleston, SC","Severe weather threat remains overnight into tomorrow. Remain weather aware, listen to NOAA Weather Radio, and know… https://t.co/RL2zhrw9Xs",NA,FALSE,FALSE,1,1,1,threat,,,,,,,,1,1
9.76E+17,1521557400,"NWS Charleston, SC",Our latest severe weather briefing is available at: https://t.co/k3OcQ1ZVar #scwx #gawx #chswx #savwx,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.61E+17,1517959792,"NWS Charleston, SC","Georgia Severe Weather Preparedness Week, Day 2 - Severe Thunderstorm Safety: https://t.co/6CES9jx0cL #GAwx https://t.co/UM0eRJC2ev",NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.71E+17,1520445918,"NWS Charleston, SC",Historic Tornado Data for the Carolinas and Northeast Georgia: https://t.co/88v0Z60y42 #scwx #gawx #ncwx,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.62E+17,1518226733,"NWS Charleston, SC","Georgia Severe Weather Preparedness Week, Day 5 - Flood Safety: https://t.co/Xsubqaweg2 #GAwx",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532724942,"NWS Charleston, SC",RT @jonathanwjcl22: Possible tornado at Marshpoint Elementary. Also damage to Islands High School.  @WJCLNews @NWSCharlestonSC https://t.co…,Possible tornado at Marshpoint Elementary. Also damage to Islands High School.  @WJCLNews @NWSCharlestonSC https://t.co/R36vPDZNPP,TRUE,FALSE,0,,,,,,,,,,,0,
9.73E+17,1520768450,"NWS Charleston, SC",Historic Tornado Data for the Carolinas and Northeast Georgia: https://t.co/88v0Z60y42 #scwx #gawx #tornado https://t.co/VEXNRqrWd1,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534244129,"NWS Charleston, SC",Good morning! Another unseasonably warm day across the SC Lowcountry/GA Coastal Empire with a few afternoon severe storms possible. Stay aware: https://t.co/LKpnoMDn0b #scwx #gawx #savwx https://t.co/xm1rpwAVSM,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.61E+17,1518008511,"NWS Charleston, SC",We have postponed the NOAA Weather Radio weekly test to Thursday due to the potential for isolated severe storms this afternoon.,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.82E+17,1523055499,"NWS Charleston, SC",ALERT: Scattered severe storms w/ damaging winds and possible tornadoes expected across southeast SC/GA tomorrow (S… https://t.co/KmY8nAIRog,NA,FALSE,FALSE,1,1,1,possible,expected,,,,,,,1,1
1.05E+18,1538016665,"NWS Charleston, SC",@DGarofalo84 Main threat within any severe storm would be damaging winds.,,FALSE,FALSE,0,,,,,,,,,,,0,
1.07E+18,1544501371,"NWS Charleston, SC","Use the mPing app to help the NWS track what kind of precipitation you're seeing.  are you seeing rain, snow, hail, sleet or freezing rain?  Report it on #MPING #chswx #savwx #gawx #scwx https://t.co/TkUoN4plhj",,FALSE,FALSE,0,,,,,,,,,,,0,
9.95E+17,1525990365,"NWS Charleston, SC","Historical probability of severe weather, based on storms from 1982-2011: #severe #hail #wind #tornado #storms https://t.co/RR39QAj46n",,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531938942,"NWS Charleston, SC","Marginal threat for severe thunderstorms, primarily near the South Carolina coast through tonight. Be weather aware! #SCwx #GAwx https://t.co/zN087BOF2G",,FALSE,FALSE,1,0,,,,,,,,,,0,
9.75E+17,1521330121,"NWS Charleston, SC","Mostly dry conditions anticipated overnight into tomorrow. Chance for severe weather increases Monday, 3/19. Foreca… https://t.co/wlYJQj6Y3i",NA,FALSE,FALSE,1,1,1,anticipated,increased chance,,,,,,,1,1
9.72E+17,1520467252,"NWS Charleston, SC",Do you know where to seek shelter during a tornado?,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1530212938,"NWS Charleston, SC","Two reports of nickel size hail received around Stilson/Brooklet, GA.",,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1537103061,"NWS Charleston, SC","Sunday: Storm Prediction Center highlights NE SC with a slight risk of severe thunderstorms, 5% probability of a tornado. Details: https://t.co/uG5CbPZoX7 #scwx #tornado https://t.co/nB3bGVbDob",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.00E+18,1528240837,"NWS Charleston, SC",Did you know that there are many different types of tornadoes? Visit https://t.co/wiCBoGKREd for more #TornadoScience #SCwx #GAwx https://t.co/fgNhPMqoNf,,FALSE,FALSE,0,,,,,,,,,,,0,
1.05E+18,1539478889,"NWS Charleston, SC",@trudess_ Modern-day tornado reporting is greater than in the 1950's. The adjusting to 'tornado report inflation' helps to make comparisons of recent seasons to seasons several decades ago.,,FALSE,FALSE,0,,,,,,,,,,,0,
9.71E+17,1520431300,"NWS Charleston, SC",This is a TEST Tornado Drill! Please RT to show how many people can be reached with LIFE-SAVING info during an emergency! @SCEMD #scwx,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.85E+17,1523714101,"NWS Charleston, SC","RT @NWS: Multi-faceted storm continues today. Severe #thunderstorms in Deep South, #blizzard in Plains, significant #ice in Great Lakes reg…",NA,TRUE,FALSE,1,0,,,,,,,,,,0,
1.08E+18,1545321743,"NWS Charleston, SC",An isolated severe storm cannot be ruled out this afternoon and evening. Greatest risk area includes Charleston. Latest information: https://t.co/PwjSyXiS3Z #SCwx #GAwx https://t.co/WRXmSJYYBQ,,FALSE,FALSE,1,1,1,can't be ruled out,greatest risk,,,,,,,1,1
1.06E+18,1542246368,"NWS Charleston, SC","Unsettle and cool tonight. Windy conditions at the coast, could even be a stray thunderstorm. #scwx #gawx @NWSCharlestonSC https://t.co/vZlviknjx6",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.01E+18,1529930407,"NWS Charleston, SC",Scattered thunderstorms are expected to develop this afternoon with a few possibly becoming severe with damaging winds. Additional storms could impact the area tonight. Stay weather aware. #scwx #gawx https://t.co/Ow3X7Xrhs0,,FALSE,FALSE,1,1,1,expected,possible,could,,,,,,1,1
9.69E+17,1519910409,"NWS Charleston, SC","Sign up today and spread the word about @CoCoRaHS! Become a volunteer rainfall, snowfall and hail observer in your… https://t.co/pqTCzjgVwL",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529965167,"NWS Charleston, SC",RT @ariellascalese: WHAT THE HAIL?!Bethany Hooks sent this in from Garden City. @NWSCharlestonSC https://t.co/dnQCx3bIe3,WHAT THE HAIL?!Bethany Hooks sent this in from Garden City. @NWSCharlestonSC https://t.co/dnQCx3bIe3,TRUE,FALSE,0,,,,,,,,,,,0,
9.86E+17,1523840738,"NWS Charleston, SC",Plenty of severe weather across the Southeast today. To see all the reports check out https://t.co/7wFAdUMCsd #scwx… https://t.co/OmYQKEllll,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531758432,"NWS Charleston, SC","12:25 PM radar - Seeing some increase in shower/thunderstorm coverage. Remember - when thunder roars, go indoors! #scwx #gawx https://t.co/M5rCT6487M",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1531419513,"NWS Charleston, SC",2:20 PM - Starting to see some increase in shower/thunderstorm coverage. Isolated strong to severe storm is possible with damaging wind gusts as the primary hazard. #scwx #gawx,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.72E+17,1520553651,"NWS Charleston, SC",Severe thunderstorms can produce damaging hail!  https://t.co/SReOs1FkfP #SpringSafety,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.61E+17,1517920535,"NWS Charleston, SC","GA Severe Weather Preparedness Week: Between 1980-2017, 28 severe thunderstorm/tornado disasters have resulted in l… https://t.co/kxKCu3pFi9",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534282627,"NWS Charleston, SC",@MofoTurne @ChrissyKohler What size was the hail?,,FALSE,FALSE,0,,,,,,,,,,,0,
9.86E+17,1523967569,"NWS Charleston, SC",@LauraPavlides @chswx @NWStornado @WeatherFlowCHAS We sent one of our forecasters over to the property yesterday an… https://t.co/z3wMJM7vRz,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.00E+18,1528240770,"NWS Charleston, SC",Did you know that they are many different types of tornadoes? Visit https://t.co/wiCBoGKREd for more #TornadoScience #SCwx #GAwx https://t.co/dunUGSV3GK,,FALSE,FALSE,0,,,,,,,,,,,0,
9.76E+17,1521578659,"NWS Charleston, SC",RT @LIVE5WEATHER: Hail in Legend Oaks from Peggy Gallagher #chswx https://t.co/reF9XaBtyg,NA,TRUE,FALSE,0,,,,,,,,,,,0,
9.82E+17,1522947163,"NWS Charleston, SC","@MeganStifel @HolyCitySinner A chance of showers and thunderstorms between 1pm and 5pm, then showers likely and pos… https://t.co/arOt6HFJ6M",NA,FALSE,FALSE,1,1,1,chance,likely ,possible,,,,,,1,1
9.76E+17,1521579662,"NWS Charleston, SC",RT @wtocjamie: WOW. St. Helena hail from Amanda Lofton. That looks like it would hurt! @NWSCharlestonSC @WTOC11 @StormHour https://t.co/FJ9…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
9.85E+17,1523728276,"NWS Charleston, SC",Chance for severe weather remains tomorrow afternoon. Keep up with the latest forecast at https://t.co/PwjSyXiS3Z.… https://t.co/jQ3z7xwrr6,NA,FALSE,FALSE,1,1,1,chance,,,,,,,,1,1
9.82E+17,1522946767,"NWS Charleston, SC",The environment along and ahead of a cold front is expected to support a band of thunderstorms Saturday afternoon a… https://t.co/VYclZ2DUQC,NA,FALSE,FALSE,1,1,1,expected,could,,,,,,,1,1
9.77E+17,1521747941,"NWS Charleston, SC",@codywarren90 The probability for severe weather remains low through the next week across southeast SC and southeas… https://t.co/BMq6Hbdopy,NA,FALSE,FALSE,1,1,1,,,,,,low probability,,,2,2
1.02E+18,1532002346,"NWS Charleston, SC","Another photo of the waterspout that occurred near Capers Island this morning, courtesy of Jessica Daugherty. Waterspouts are not typically detectable by radar, so reports from observers are the best way for us to find out about them. To report severe weather, call 1-888-383-2024 https://t.co/EqZNwwMvsv",,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532166251,"NWS Charleston, SC",Severe Thunderstorms Expected Late This Afternoon and Evening: https://t.co/k3OcQ1ZVar #scwx #gawx #chswx #savwx #severeweather https://t.co/oQcaEVuncm,,FALSE,FALSE,1,1,1,expected,,,,,,,,1,1
1.00E+18,1527972882,"NWS Charleston, SC","Quarter size hail near Guyton, GA about 10 min ago.",,FALSE,FALSE,0,,,,,,,,,,,0,
9.65E+17,1518825690,"NWS Charleston, SC","Severe weather probabilities for our area begin to climb in late February as fronts run into the warming, more humi… https://t.co/lDCSS4c5nJ",NA,FALSE,FALSE,1,1,1,probability ,,,,,,,,1,1
1.02E+18,1532343580,"NWS Charleston, SC","Conditions are favorable for waterspout development off the Charleston Co. coast this morning. Waterspouts are not typically detectable by radar, so reports from observers are the best way for us to find out about them. To report severe weather, call 1-888-383-2024. #scwx #chswx https://t.co/3l40gw2rMv",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.06E+18,1542075206,"NWS Charleston, SC","@randtl3007 The chances for any severe weather are very small tonight, and confined mainly to the immediate coast of our SC area.",,FALSE,FALSE,1,1,1,chance,,,,,,,,1,1
1.02E+18,1532818821,"NWS Charleston, SC","NWS confirms EF1 tornado on Oatland Island &amp; Whitemarsh Island yesterday, July 27. Full report: https://t.co/eAuO5IOmTI  #savwx #gawx https://t.co/E6VoZu7iTm",,FALSE,FALSE,0,,,,,,,,,,,0,
9.83E+17,1523126653,"NWS Charleston, SC",245 PM Radar Update: Showers and a few thunderstorms moving northeast through southeast SC/GA. Damaging wind threat… https://t.co/mtXsgSuXFB,NA,FALSE,FALSE,1,1,1,,,,,,low threat,,,2,2
1.01E+18,1529714840,NWS Cheyenne,Special weather statement for south central Box Butte and northeastern Morrill counties: a strong thunderstorm could bring up to 50 MPH wind gusts and nickel size hail. #newx https://t.co/nd4RYEL9wT,,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.01E+18,1530651225,NWS Cheyenne,253 PM 7/3: Severe #thunderstorm approaching Pine Bluffs is now capable of hail to golf ball size or larger. Seek shelter! #wywx,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.94E+17,1525908304,NWS Cheyenne,9/524PM: Strong Thunderstorm over north central Converese County. Movg SE at 40 mph. Nickel Hail/50mph wind gusts thru 6PM. #wywx #wyoroad https://t.co/b4syG9abWx,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.95E+17,1525996046,NWS Cheyenne,?? Radar Update: Severe thunderstorm north of Broadwater moving northeast. Quarter to golf ball sized hail possible. #newx https://t.co/MFCrvXQudz,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.00E+18,1527536097,NWS Cheyenne,Scattered severe storms developing during the afternoon and moving northeast through this evening. Large hail and damaging winds the main th https://t.co/YjBYR6nLfM,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1529028959,NWS Cheyenne,RT @NWSNorthPlatte: Thunderstorm chances continue Friday and Saturday with an isolated chance of severe weather both days. #NEwx https://t.co/D7P0BmYTAt,,FALSE,FALSE,1,1,1,chance,,,,,isolated chance,,,3,3
1.01E+18,1529446076,NWS Cheyenne,Pea sized hail falling now at our office in Cheyenne! #wywx https://t.co/D6nXKxITQ8,,FALSE,FALSE,0,,,,,,,,,,,0,
9.96E+17,1526342698,NWS Cheyenne,This was sent to us by a storm spotter 25 miles northeast of Cheyenne around 350 PM today.  That is not snow!  Impressive amounts of dime size hail observed.  #wywx https://t.co/dghpt2mSp7,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1533499262,NWS Cheyenne,158PM 8/5: A strong thunderstorm is near Burns and is moving east at 45 mph. Dime size hail and wind gusts of 50 to 55 mph are possible. https://t.co/qmQJ7CqGDR,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.97E+17,1526598793,NWS Cheyenne,Thunderstorms are developing across western Nebraska this afternoon. There is a good chance of severe weather with these storms. Hail up to https://t.co/PEnZW9tmbt,,FALSE,FALSE,1,1,1,,,,,,good chance,,,2,2
1.01E+18,1529703442,NWS Cheyenne,Strong to severe thunderstorms possible this afternoon &amp; evening mainly east of I-25. Large hail and damaging winds main threats. #wywx #new https://t.co/nAfp9N9q9E,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1530659112,NWS Cheyenne,"502PM 7/3 Nebraska: A strong thunderstorm is moving east at 25 MPH and is currently location 8 miles south of Kimball, NE. This storm could produce dime size hail and wind gusts up to 50 mph. https://t.co/LVYIdQNRCg https://t.co/9FddwPrpTH",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.01E+18,1529254143,NWS Cheyenne,"Strong to severe storms will be possible along and east of interstate 80 Large hail, Damaging winds and flooding are the main threats. #wywx https://t.co/pfPzY7BT4s",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1532623892,NWS Cheyenne,"26/1050AM: Strong storm 15 miles southeast of Douglas, WY moving southeast at 40mph. Nickel hail and 50-55mph winds thru 1130AM. #wywx #wyoroad https://t.co/7yzCKEeLM3",,FALSE,FALSE,1,0,,,,,,,,,,0,
9.96E+17,1526320239,NWS Cheyenne,"Here is a model forecast of what the radar may look like this afternoon. Scattered showers and thunderstorms are expected to develop once again. Some of these storms may contain pea to penny size hail, frequent lightning and heavy rainfall. #WYWX #NEWX https://t.co/NbCpeWshm6",,FALSE,FALSE,1,1,1,may,expected,may,,,,,,1,1
1.00E+18,1527527598,NWS Cheyenne,"RT @NWSNorthPlatte: Storms will develop this afternoon and evening, some may be severe. Remain weather alert and remember When Thunder Roars, Go Indoors! #NEwx https://t.co/eDTDvlvtQl",,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532522301,NWS Cheyenne,"RT @NWSBoulder: Scattered thunderstorms will develop this afternoon and evening with heavy rainfall, large hail, and damaging winds the primary threats. Temps will be near normal. #cowx https://t.co/e5Df48WrRc",,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1537305362,NWS Cheyenne,"A strong thunderstorm will affect nw Banner, se Goshen, and ne Laramie Counties moving east @ 25 mph. At 308 PM MDT, it was near La Grange, or 33 miles sw of Scottsbluff.Winds&gt; 40 mph and half inch hail possibleLocations include:La Grange and Meriden Rest Area. #newx #wywx https://t.co/mcwG9eTFor",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1528482667,NWS Cheyenne,"Severe weather is possible again this afternoon/evening, this is a good time to ensure you are aware and prepared. #newx #wywx https://t.co/kBrmznQEN0",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.96E+17,1526232685,NWS Cheyenne,"T-Storms will develop across SE WY-W NE Panhandle by mid-afternoon, with strengthening expected into the early evening hours. A few of these T-Storms will have the potential to produce large hail/damaging winds. Although not likely, tornado potential is non-zero. #wywx #newx https://t.co/nxaaulmHBM",,FALSE,FALSE,1,1,1,expected,potential,unlikely,,,,,,1,1
1.01E+18,1529712956,NWS Cheyenne,Strong t-storm to affect eastern Scotts Bluff and west central Morrill counties in Nebraska. 50 MPH wind gusts and nickel size hail possibe. #newx https://t.co/EV9sgsZLJK https://t.co/b7aXS18YKv,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1532556365,NWS Cheyenne,Severe thunderstorm moving into Cheyenne. Quarter size hail and 60 MPH wind gusts are possible. https://t.co/7wuAbGRH5u,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.00E+18,1528328882,NWS Cheyenne,Confirmed tornado north of Laramie. Take cover immediately! https://t.co/Uc8MV5fTRZ,,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531424316,NWS Cheyenne,"132PM northeastern Albany and southwestern Platte counties, WY: a strong thunderstorm is located 10 miles southeast of Friend Park Campground and could produce half inch hail and winds in excess of 40 mph. This storm is moving southeast at 20 mph. https://t.co/snPtRqvlDg",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.03E+18,1534276730,NWS Cheyenne,Strong thunderstorm entering Laramie County now &amp; will approach the City of Cheyenne next hour. Nickel hail &amp; 40 mph winds possible. Could get stronger as it approaches the city. https://t.co/9sfWHO2W65,,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.02E+18,1532115496,NWS Cheyenne,"????  If headed out to any local event this weekend, be aware showers &amp; tstorms are expected each aft/eve. Pay particular attention to your surroundings on Sat &amp; Mon, as some tstorms may become strong to severe. For the latest forecast: https://t.co/F9RYq8Ahag. #wywx #NEwx https://t.co/3vtBSJZWyM",,FALSE,FALSE,1,1,1,expected,may,,,,,,,1,1
9.94E+17,1525903962,NWS Cheyenne,9/410PM: Strong storm moving into northwest Converse County. Nickel hail and 50 mph downburst winds expected thru 5PM. #wywx #wyoroad https://t.co/j4UeF4WZax,,FALSE,FALSE,1,1,1,expected,,,,,,,,1,1
1.01E+18,1529794729,NWS Cheyenne,23/450PM: Strong TStm over northern Goshen County (WY) thru 545PM. Nickel hail and 50mph winds. #wywx #wyoroad https://t.co/i4WzMdliba,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1529188389,NWS Cheyenne,"430 PM: Strong t-storm near Carpenter, WY moving North at 20 mph. Half inch hail and wind gusts over 40 mph possible. https://t.co/nvdu0kmL1j #wywx",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1529110085,NWS Cheyenne,646 PM: Line of strong t-storms from Torrington to Yoder will move east at 30 mph. Hail to dime size and wind gusts 50-55 mph possible. https://t.co/K9ryXDGmsE #wywx #newx,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1533585175,NWS Cheyenne,"A strong storm has quickly formed just west of Cheyenne. Main concerns are frequent lightning, dime size hail, and 40 mph wind gusts. #wywx https://t.co/iaMvMHHSlP",,FALSE,FALSE,1,0,,,,,,,,,,0,
